ID,Category,Issue,Symptoms,Solution Steps,Severity,Estimated Resolution Time,Common Causes,Keywords,Urdu Solution,Documentation Link
1655,Security,Antivirus not updating - Variant 16,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,2 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1656,Security,Antivirus not updating - Variant 28,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,45 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1657,Security,Antivirus not updating - Variant 43,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,15 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1658,Security,Antivirus not updating - Variant 19,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,2 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1659,Security,Antivirus not updating - Variant 3,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,48 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1660,Security,Antivirus not updating - Variant 36,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,32 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1661,Security,Antivirus not updating - Variant 7,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,23 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1662,Security,Antivirus not updating - Variant 26,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,48 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1663,Security,Antivirus not updating - Variant 39,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,11 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1664,Security,Antivirus not updating - Variant 24,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,31 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1665,Security,Antivirus not updating - Variant 12,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,28 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1666,Security,Antivirus not updating - Variant 38,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,8 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1667,Security,Antivirus not updating - Variant 21,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,47 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1668,Security,Antivirus not updating - Variant 36,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,19 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1669,Security,Antivirus not updating - Variant 33,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,25 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1670,Security,Antivirus not updating - Variant 37,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,47 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1671,Security,Antivirus not updating - Variant 46,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,36 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1672,Security,Antivirus not updating - Variant 48,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,5 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1673,Security,Antivirus not updating - Variant 2,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,36 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1674,Security,Antivirus not updating - Variant 37,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,31 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1675,Security,Antivirus not updating - Variant 39,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,19 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1676,Security,Antivirus not updating - Variant 40,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,38 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1677,Security,Antivirus not updating - Variant 27,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,28 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1678,Security,Antivirus not updating - Variant 33,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,30 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1679,Security,Antivirus not updating - Variant 39,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,29 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1680,Security,Antivirus not updating - Variant 4,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,29 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1681,Security,Antivirus not updating - Variant 29,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,7 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1682,Security,Antivirus not updating - Variant 10,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,16 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1683,Security,Antivirus not updating - Variant 11,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,13 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1684,Security,Antivirus not updating - Variant 2,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,13 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1685,Security,Antivirus not updating - Variant 9,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,3 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1686,Security,Antivirus not updating - Variant 22,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,1 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1687,Security,Antivirus not updating - Variant 32,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,40 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1688,Security,Antivirus not updating - Variant 2,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,6 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1689,Security,Antivirus not updating - Variant 42,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,11 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1690,Security,Antivirus not updating - Variant 12,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,2 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1691,Security,Antivirus not updating - Variant 38,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,1 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1692,Security,Antivirus not updating - Variant 22,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,39 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1693,Security,Antivirus not updating - Variant 49,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,37 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1694,Security,Antivirus not updating - Variant 49,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,39 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1695,Security,Antivirus not updating - Variant 41,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,14 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1696,Security,Antivirus not updating - Variant 38,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,14 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1697,Security,Antivirus not updating - Variant 5,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,20 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1698,Security,Antivirus not updating - Variant 33,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,23 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1699,Security,Antivirus not updating - Variant 14,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,15 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1700,Security,Antivirus not updating - Variant 4,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,18 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1701,Security,Antivirus not updating - Variant 2,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,2 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1702,Security,Antivirus not updating - Variant 6,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,32 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1703,Security,Antivirus not updating - Variant 33,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,48 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1704,Security,Antivirus not updating - Variant 48,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,26 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1705,Security,Antivirus not updating - Variant 21,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,43 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1706,Security,Antivirus not updating - Variant 29,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,30 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1707,Security,Antivirus not updating - Variant 26,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,13 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1708,Security,Antivirus not updating - Variant 19,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,3 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1709,Security,Antivirus not updating - Variant 34,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,34 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1710,Security,Antivirus not updating - Variant 21,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,38 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1711,Security,Antivirus not updating - Variant 12,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,28 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1712,Security,Antivirus not updating - Variant 23,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,19 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1713,Security,Antivirus not updating - Variant 16,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,36 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1714,Security,Antivirus not updating - Variant 34,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,29 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1715,Security,Antivirus not updating - Variant 39,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,19 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1716,Security,Antivirus not updating - Variant 10,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,37 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1717,Security,Antivirus not updating - Variant 40,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,48 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1718,Security,Antivirus not updating - Variant 43,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,18 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1719,Security,Antivirus not updating - Variant 18,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,48 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1720,Security,Antivirus not updating - Variant 49,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,4 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1721,Security,Antivirus not updating - Variant 32,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,43 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1722,Security,Antivirus not updating - Variant 20,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,13 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1723,Security,Antivirus not updating - Variant 10,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Medium,11 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1724,Security,Antivirus not updating - Variant 30,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",Low,42 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1725,Security,Antivirus not updating - Variant 5,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,39 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1726,Security,Antivirus not updating - Variant 15,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,30 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
1727,Security,Antivirus not updating - Variant 30,Definitions out of date,"Check internet connection, restart antivirus program, reinstall software",High,14 hours,"Typical configuration error, outdated software, or user action","security, antivirus, definitions out of date","حل: Check internet connection, restart antivirus program, reinstall software",https://support.microsoft.com/en-us/windows/troubleshooting-update-issues-for-microsoft-security-essentials-859d3fc8-b920-77f5-7d14-6d9e0c4ceaaf
